temperature,humidity,wind_speed,pm25,pm10,no2,so2,co,o3,main_pollutant,aqi
26.5,63.7,15.81,21.6,38.3,10.2,3.8,0.28,15.5,PM10,35.2
22.0,30.6,3.23,113.7,211.0,27.1,7.2,1.43,40.9,PM2.5,275.8
26.2,81.0,15.36,6.0,11.9,9.0,3.0,0.34,19.7,O3,18.1
37.3,33.1,9.84,11.9,33.2,9.2,6.1,0.35,21.1,PM10,31.4
13.3,71.3,0.2,376.3,600.0,134.2,11.9,0.68,68.9,PM10,497.0
16.9,71.5,6.24,104.5,194.0,17.6,6.5,0.48,20.3,PM2.5,250.4
15.4,80.9,5.13,104.2,178.4,14.1,4.4,0.38,45.4,PM2.5,249.3
39.5,31.5,10.52,13.5,46.2,11.1,7.7,0.62,69.3,O3,65.7
26.4,79.5,10.8,19.7,39.9,8.4,4.8,0.64,16.0,PM10,44.2
29.9,88.7,6.48,31.3,69.0,22.7,5.3,0.49,57.1,PM10,66.6
9.5,63.0,1.08,103.7,152.0,30.2,27.8,0.54,34.4,PM2.5,238.0
28.3,58.9,8.97,16.6,35.6,11.8,9.9,0.28,52.5,O3,48.3
27.1,74.3,9.64,9.1,23.2,14.7,5.5,0.53,48.1,O3,51.9
27.8,73.8,9.06,4.0,22.0,11.2,10.1,0.54,61.5,O3,66.2
25.5,87.7,14.16,17.5,42.9,14.6,4.1,0.41,56.8,O3,54.8
33.3,49.7,12.8,29.7,62.6,6.8,2.9,0.33,70.2,O3,72.8
18.2,71.6,6.33,27.7,44.9,9.5,3.4,0.73,6.5,PM2.5,45.3
30.8,47.3,5.54,22.9,48.5,18.3,9.7,0.37,8.5,PM10,57.1
19.8,36.1,15.5,26.3,63.5,9.5,3.5,0.32,24.9,PM10,55.4
17.0,63.7,4.45,102.2,144.0,9.5,6.7,0.39,32.7,PM2.5,241.2
13.2,63.3,3.84,53.0,78.8,28.6,6.7,1.02,50.5,PM2.5,89.7
14.1,64.3,5.57,127.7,210.0,34.4,8.1,0.63,81.0,PM2.5,313.8
20.4,66.1,3.91,141.5,259.3,10.7,4.3,0.91,20.6,PM2.5,319.8
23.8,35.8,7.65,10.2,28.2,10.6,3.2,0.43,72.8,O3,65.6
23.6,89.8,8.41,19.4,48.6,15.7,7.5,0.92,45.1,PM10,47.2
35.2,50.5,10.11,42.0,53.9,11.1,2.2,0.25,41.6,PM2.5,71.5
13.1,85.3,4.36,103.4,178.3,16.6,6.6,0.47,40.4,PM2.5,240.6
33.5,61.6,6.24,51.9,89.3,44.4,10.0,0.34,64.4,PM10,88.7
38.3,30.7,6.39,4.2,22.2,12.1,14.3,1.09,67.7,O3,66.3
14.8,64.9,5.45,46.3,64.5,15.7,10.3,0.39,67.2,PM2.5,74.9
38.8,28.6,7.48,26.9,33.8,14.5,6.9,0.7,47.0,O3,46.1
35.8,22.9,10.66,46.0,101.8,9.6,6.7,0.65,66.9,PM10,101.3
30.4,75.7,12.0,4.8,23.2,12.2,4.3,0.34,8.1,PM10,26.5
27.1,80.8,17.87,3.1,16.6,12.4,7.0,0.26,9.2,PM10,14.0
19.9,73.9,1.7,66.6,95.8,42.0,20.8,0.72,36.5,PM2.5,119.4
41.6,59.9,9.33,17.3,43.0,14.9,7.9,0.42,45.0,O3,47.9
27.7,83.7,9.81,40.9,76.1,7.7,3.3,0.47,79.2,O3,81.4
40.2,22.0,13.6,13.5,40.6,26.7,3.3,0.45,83.7,O3,77.0
27.9,55.2,8.99,56.5,127.2,17.0,6.1,0.52,59.9,PM10,115.0
26.0,80.1,8.85,26.0,57.4,9.1,3.7,0.69,43.1,PM10,54.9
23.3,63.4,1.74,122.7,227.7,43.8,16.8,1.44,17.3,PM2.5,299.9
13.9,67.9,3.62,106.3,204.3,57.7,5.7,0.48,2.0,PM2.5,252.3
22.5,79.2,21.76,8.0,30.6,7.3,3.2,0.48,21.4,PM10,26.6
14.3,73.5,6.18,146.8,161.9,14.0,2.7,0.39,40.9,PM2.5,310.7
19.7,74.9,13.15,12.1,36.3,6.3,3.8,0.43,9.8,PM10,32.5
21.5,21.9,8.72,51.5,113.0,11.6,4.7,0.41,76.3,PM10,112.5
29.6,69.2,9.14,7.4,9.5,10.3,9.6,0.45,53.3,O3,53.4
37.8,51.3,5.35,54.4,109.1,16.5,8.9,1.04,77.0,PM10,104.5
26.1,99.1,17.69,3.1,17.7,13.0,2.9,0.29,81.5,O3,82.0
35.6,38.9,8.72,31.2,79.8,22.8,6.5,0.95,33.2,PM10,80.1
40.5,49.6,4.11,16.9,41.1,18.6,4.9,0.37,56.5,O3,66.9
24.1,55.3,12.23,16.1,21.7,5.7,4.8,0.22,59.4,O3,62.4
38.7,17.1,8.94,60.1,117.9,14.4,2.8,0.44,22.9,PM10,111.3
25.3,41.2,8.86,11.8,24.6,11.2,4.1,0.24,54.5,O3,58.1
22.1,34.2,7.48,17.7,25.1,6.9,5.5,0.51,71.1,O3,74.5
18.1,65.4,5.69,76.3,169.8,26.2,6.5,0.87,51.3,PM2.5,152.1
16.0,56.0,3.11,162.1,222.4,18.7,8.0,0.54,41.1,PM2.5,336.1
15.0,67.2,5.24,47.2,86.6,43.8,16.3,0.61,2.0,PM10,91.4
14.3,53.6,3.94,31.4,63.4,16.5,12.1,0.32,29.5,PM10,62.4
15.6,67.7,2.18,57.4,116.4,41.8,6.9,0.48,2.0,PM10,106.5
24.1,72.3,2.3,8.5,16.2,43.5,2.5,0.39,42.0,NO2,57.2
9.9,52.4,6.8,95.1,184.4,12.6,6.0,0.98,27.6,PM2.5,214.1
35.8,41.0,7.67,49.0,89.6,11.2,6.9,0.26,38.7,PM10,90.6
22.0,52.0,9.14,12.7,46.9,11.3,8.7,0.8,74.0,O3,76.8
14.3,56.7,5.02,21.5,47.8,22.5,5.7,0.59,2.0,PM10,53.7
27.0,46.9,4.76,39.4,65.9,5.8,2.1,0.58,107.9,O3,109.6
24.2,60.7,3.81,52.1,95.4,20.4,13.0,0.39,62.0,PM10,93.9
13.8,72.4,2.67,137.9,169.6,35.8,5.7,0.8,52.3,PM2.5,315.5
26.6,84.9,14.01,3.2,13.5,12.2,2.2,0.29,49.0,O3,43.7
28.2,73.3,10.93,4.7,20.1,9.0,4.1,0.39,8.7,PM10,18.4
23.4,35.8,1.7,267.8,407.6,14.2,12.0,0.63,25.9,PM2.5,410.7
25.7,94.0,15.35,7.6,16.6,12.6,3.8,0.33,36.9,O3,37.2
23.9,28.3,5.34,26.0,58.8,8.8,4.0,0.74,38.7,PM10,63.0
7.7,49.7,7.49,164.0,308.5,16.3,4.1,0.6,5.7,PM2.5,332.0
17.3,55.4,0.2,43.1,99.9,107.1,7.4,0.93,76.0,NO2,132.5
18.4,48.8,6.78,23.8,46.7,12.1,4.0,0.37,12.3,PM10,46.9
21.1,41.4,8.16,32.0,73.9,20.6,3.7,1.0,32.4,PM10,73.3
23.5,44.6,0.26,235.2,423.8,70.5,22.7,1.78,17.8,PM10,395.9
39.3,58.8,9.95,6.4,5.0,9.7,5.2,0.35,56.7,O3,51.5
42.2,47.1,8.4,13.7,41.2,28.3,6.7,0.51,16.2,PM10,39.3
15.8,33.9,7.25,39.4,88.0,9.9,8.5,0.36,20.7,PM10,89.2
33.9,38.2,5.11,16.4,31.8,22.4,2.3,1.4,81.5,O3,83.4
18.8,55.3,6.94,43.8,79.5,16.5,17.9,0.41,39.7,PM10,70.4
22.4,50.8,3.96,93.6,127.0,21.4,6.3,0.33,3.6,PM2.5,206.8
41.9,56.1,5.42,27.0,62.0,33.9,3.1,0.51,71.5,O3,71.2
32.8,42.1,4.19,39.8,70.2,17.4,4.2,1.02,66.3,PM10,69.8
24.5,28.2,4.95,30.3,27.9,9.0,5.4,0.4,50.9,PM10,30.4
15.6,76.0,4.62,105.2,191.6,34.1,5.2,0.49,41.8,PM2.5,248.0
27.8,48.0,9.73,69.0,141.1,17.1,7.6,0.33,86.6,PM2.5,124.1
38.7,48.3,4.55,37.7,71.2,19.6,2.7,0.31,90.6,O3,92.8
24.3,28.4,7.84,57.0,113.1,13.1,4.3,0.35,25.1,PM10,104.6
34.2,37.3,4.72,33.0,62.1,7.7,18.6,0.35,41.3,PM10,60.0
15.1,33.7,4.84,27.5,37.4,38.2,5.4,0.81,12.6,NO2,44.6
35.8,49.8,4.72,59.7,107.9,8.0,4.4,0.71,61.5,PM10,103.7
11.4,57.5,7.13,19.1,38.6,14.0,5.2,0.42,44.4,O3,37.4
28.9,44.5,7.45,96.6,166.7,22.0,3.5,0.66,13.7,PM2.5,218.5
16.1,67.6,4.83,62.4,75.7,32.8,12.4,0.35,40.5,PM2.5,109.2
32.7,62.9,4.99,44.5,74.4,49.5,8.9,0.21,35.1,PM10,73.5
29.1,49.2,3.97,88.2,177.8,13.7,3.1,0.55,21.8,PM2.5,184.8
25.8,53.1,5.84,32.7,23.8,21.1,9.4,0.56,48.5,PM2.5,47.9
29.1,93.4,14.83,13.7,10.1,6.8,4.7,0.35,96.0,O3,91.6
30.2,79.9,18.35,6.6,17.6,10.0,7.1,0.39,51.0,O3,50.0
39.4,57.1,5.88,72.6,147.1,33.8,6.7,0.6,86.6,PM2.5,133.9
17.0,52.9,6.51,77.6,132.5,8.2,5.5,0.32,39.7,PM2.5,159.6
41.6,53.4,11.71,70.2,127.7,12.1,6.2,0.34,61.3,PM2.5,138.8
25.9,81.8,17.76,11.0,44.7,8.3,6.2,0.49,58.2,O3,62.5
20.8,52.8,7.45,137.5,215.7,22.6,3.5,0.63,25.1,PM2.5,316.0
20.2,44.0,11.85,10.6,7.6,10.2,4.0,0.25,2.0,PM2.5,21.3
29.5,28.9,3.92,65.8,103.5,18.2,13.1,0.83,16.8,PM2.5,122.7
10.5,54.3,4.97,103.8,200.9,23.9,7.6,0.85,23.4,PM2.5,247.0
42.5,57.1,3.35,40.3,55.7,24.7,7.8,0.56,74.7,O3,69.7
14.5,70.4,8.35,102.2,191.8,5.2,2.7,0.95,37.6,PM2.5,244.3
37.3,57.3,9.82,39.6,63.9,7.4,3.6,0.55,42.9,PM2.5,66.7
40.6,49.4,0.73,190.5,365.1,39.5,23.1,3.06,62.8,PM2.5,352.4
22.9,48.5,10.58,62.6,137.1,8.6,3.4,0.38,28.5,PM10,126.8
43.3,41.2,8.93,22.0,51.0,23.1,4.4,0.42,34.8,PM10,49.6
5.7,64.7,0.23,100.9,164.2,38.1,9.6,1.18,2.0,PM2.5,232.9
13.6,52.8,7.27,44.1,68.7,22.9,6.0,0.84,22.0,PM2.5,80.4
28.6,39.8,10.32,26.4,43.2,16.2,3.6,0.36,68.0,O3,60.4
26.4,97.7,10.78,18.8,37.5,11.4,9.4,0.35,43.9,O3,43.2
17.9,70.5,5.25,43.6,100.9,17.1,4.4,0.66,2.0,PM2.5,68.7
12.0,71.4,6.77,119.6,187.3,14.4,7.1,0.28,56.0,PM2.5,295.2
24.5,82.1,15.81,12.2,27.9,10.0,4.0,0.26,24.6,PM10,22.5
10.9,60.4,4.72,187.3,261.2,32.8,3.5,0.76,2.0,PM2.5,351.2
24.5,35.2,7.47,46.5,87.1,8.6,5.2,0.32,40.6,PM10,90.3
25.5,72.0,11.82,4.7,20.9,14.5,4.2,0.68,72.0,O3,74.1
8.9,59.2,4.58,177.5,312.7,7.9,3.9,0.64,28.9,PM2.5,345.0
12.3,42.0,3.05,72.1,104.3,18.3,5.3,0.82,2.0,PM2.5,137.7
17.3,32.1,14.1,45.1,67.7,5.8,6.1,0.26,9.7,PM2.5,71.4
40.6,57.1,12.39,8.1,25.5,7.9,6.9,0.38,90.5,O3,90.6
40.0,46.8,4.86,7.4,25.9,30.2,6.0,0.57,46.0,O3,48.7
25.0,48.3,13.23,52.5,115.2,13.3,4.8,0.44,11.1,PM10,109.1
22.3,35.1,12.13,16.0,38.3,12.1,2.7,0.26,11.6,PM10,35.4
22.9,32.5,12.48,9.5,18.4,14.1,2.9,0.33,32.4,O3,38.7
25.8,43.1,6.12,62.3,156.6,11.9,7.5,0.38,77.6,PM10,134.0
24.5,20.7,8.63,33.9,47.2,8.8,8.2,0.39,60.1,O3,63.6
12.2,62.2,2.85,76.4,151.9,37.2,3.3,0.49,31.3,PM2.5,149.3
17.9,36.6,8.36,31.0,54.9,10.0,7.2,0.6,96.4,O3,93.8
29.2,96.4,13.47,3.0,7.8,12.6,2.9,0.36,62.6,O3,66.4
36.1,50.1,8.42,55.0,85.7,15.1,12.6,0.7,126.2,O3,139.3
19.1,42.3,2.84,27.2,51.1,11.6,9.1,0.61,26.2,PM10,49.7
12.5,60.2,4.24,9.5,22.7,27.6,12.4,0.37,29.1,NO2,40.6
40.2,63.1,6.04,133.0,243.5,14.4,2.7,0.4,43.5,PM2.5,305.5
10.3,64.1,2.17,86.4,152.8,22.5,16.3,1.78,29.3,PM2.5,190.0
31.1,18.2,5.56,10.7,35.9,6.3,3.7,0.42,46.3,O3,51.3
11.5,63.1,3.25,91.8,172.0,20.5,30.1,0.71,105.5,PM2.5,204.0
13.8,68.4,2.61,152.9,251.3,64.1,5.8,0.86,24.8,PM2.5,326.0
16.2,41.9,0.49,385.2,600.0,87.2,39.7,1.74,61.6,PM10,500.0
25.9,73.5,19.7,3.2,27.1,6.9,3.4,0.32,44.7,O3,38.8
25.0,66.5,9.65,17.2,56.2,9.9,5.8,0.43,60.3,O3,57.5
28.1,80.9,11.58,30.7,60.5,20.7,3.1,0.35,56.5,PM10,65.1
28.0,35.1,8.65,5.2,25.9,16.6,2.8,0.41,59.0,O3,55.8
45.1,40.5,8.23,19.5,16.9,15.0,5.0,0.42,68.6,O3,66.9
10.6,72.6,5.33,78.4,154.2,7.2,4.2,1.09,2.0,PM2.5,155.2
20.3,59.5,4.2,15.9,33.7,42.9,3.5,0.64,61.4,O3,58.4
12.7,50.7,4.58,13.1,27.6,14.6,2.7,0.78,2.0,CO,41.6
23.5,51.1,9.33,24.8,50.7,10.6,5.6,0.57,79.0,O3,73.5
14.6,57.4,2.14,196.5,289.1,6.7,8.3,0.4,45.4,PM2.5,351.8
13.6,34.4,8.56,28.7,66.7,24.0,14.6,0.38,37.8,PM10,70.6
23.5,67.5,1.44,69.0,122.0,38.3,13.8,0.57,43.8,PM2.5,128.4
21.0,34.3,10.24,28.8,68.9,11.5,5.7,0.27,72.6,O3,67.9
39.8,42.9,4.81,38.4,58.6,37.3,10.0,0.99,95.8,O3,97.9
35.8,39.5,4.15,8.7,26.1,32.5,12.5,0.83,19.4,CO,37.1
9.9,64.2,0.91,465.7,600.0,34.2,30.0,1.43,2.0,PM10,499.1
27.8,85.4,12.73,9.2,29.0,17.4,2.3,0.5,62.8,O3,59.3
24.5,30.4,8.61,37.1,101.8,9.5,3.4,0.35,44.1,PM10,94.2
37.7,56.2,6.06,37.6,74.9,18.4,7.1,0.3,44.7,PM10,79.1
31.1,61.2,11.79,14.9,33.1,10.1,2.8,0.24,55.1,O3,52.2
30.0,82.7,25.04,3.0,15.8,7.5,2.7,0.25,25.9,O3,31.6
40.0,42.0,6.41,88.3,195.3,12.7,6.4,0.69,75.2,PM2.5,194.7
31.6,88.9,12.97,25.6,63.5,9.2,5.0,0.38,31.8,PM10,61.4
28.6,74.1,12.09,17.2,30.3,12.7,2.3,0.36,45.1,O3,40.7
25.1,46.0,10.03,11.8,11.6,6.9,6.2,0.4,56.8,O3,56.9
11.9,69.7,0.5,178.1,295.4,60.9,4.3,1.07,13.6,PM2.5,346.8
9.2,53.2,2.21,65.5,136.2,53.3,9.2,0.51,14.4,PM10,128.3
28.2,41.7,11.14,41.1,56.0,14.7,3.6,0.44,45.5,PM2.5,70.5
24.4,47.9,9.47,4.2,9.8,13.2,3.9,0.32,50.7,NO2,15.5
37.7,71.4,10.99,12.3,29.7,11.9,2.5,0.34,94.0,O3,96.1
28.8,97.2,14.3,15.2,26.6,6.8,5.4,0.32,38.4,O3,36.8
25.7,49.9,7.02,69.7,124.5,13.4,4.6,0.78,63.9,PM2.5,136.6
9.7,78.6,6.52,99.8,189.1,13.4,4.5,0.22,40.3,PM2.5,229.8
48.9,28.7,1.22,133.9,199.8,44.7,2.7,0.83,80.3,PM2.5,313.0
44.0,58.9,5.41,63.0,152.1,18.2,2.7,0.52,89.3,PM10,126.1
27.5,72.7,11.86,3.0,5.0,12.1,7.3,0.59,86.6,O3,88.5
17.8,77.5,1.81,341.2,600.0,27.0,16.8,1.44,38.2,PM10,500.0
31.3,31.3,8.4,33.4,74.1,13.1,8.2,0.34,69.5,PM10,81.8
20.6,50.4,10.15,44.4,69.0,16.9,5.9,0.41,25.4,PM2.5,71.9
24.6,79.4,9.43,25.2,55.3,8.7,2.2,0.35,35.6,PM10,61.8
37.4,63.3,10.52,56.8,77.5,10.7,7.8,0.37,34.2,PM2.5,94.7
37.6,39.6,7.61,30.9,60.1,14.1,4.0,1.05,52.4,PM10,66.2
17.9,52.7,12.2,24.3,58.9,12.0,2.4,0.75,43.2,PM10,60.3
23.4,85.8,13.02,22.7,55.9,8.4,4.7,0.38,42.8,PM10,53.6
18.8,66.6,4.62,31.6,48.7,45.7,17.2,0.64,31.6,NO2,62.6
27.7,45.0,9.91,10.9,35.9,15.8,8.7,0.8,42.1,O3,40.7
30.6,35.1,10.72,29.2,56.9,10.9,2.0,0.24,48.3,PM10,55.5
19.7,60.8,8.11,29.5,56.5,18.8,4.0,0.24,35.5,PM10,57.6
28.5,82.0,20.86,3.0,9.8,14.4,2.7,0.29,88.0,O3,88.1
26.9,75.0,13.91,6.3,38.1,20.1,2.8,0.34,46.3,O3,48.5
38.9,47.1,9.46,112.8,198.0,23.9,2.7,0.5,35.9,PM2.5,276.3
18.9,36.2,2.31,122.4,195.4,22.7,5.2,2.06,83.9,PM2.5,304.4
23.5,50.0,8.93,12.8,38.5,9.5,6.2,0.34,41.8,O3,44.1
11.6,64.3,6.91,55.8,89.2,14.1,3.6,0.45,24.8,PM2.5,88.0
7.8,73.5,6.32,145.9,212.0,8.4,4.1,1.27,2.0,PM2.5,312.2
42.9,73.5,6.02,47.2,69.8,34.3,3.0,0.64,47.3,PM2.5,79.5
20.0,32.9,8.56,13.4,17.0,17.3,10.1,0.22,78.7,O3,75.9
20.5,49.2,8.48,73.9,139.7,14.4,5.8,0.6,16.9,PM2.5,141.9
11.8,61.8,6.13,176.3,302.9,11.0,3.6,0.95,10.2,PM2.5,342.4
29.8,79.9,9.83,5.7,12.0,27.5,3.8,0.29,65.7,O3,66.8
40.7,41.0,3.98,43.7,71.0,11.4,18.8,0.33,25.0,PM2.5,71.9
26.0,28.9,10.89,20.3,31.3,9.0,4.7,0.36,71.6,O3,74.5
27.0,69.8,9.77,54.0,94.6,11.8,7.1,0.28,62.7,PM10,91.0
27.3,41.8,9.29,12.1,18.9,8.5,9.2,0.24,44.3,O3,51.7
38.0,42.8,6.09,55.6,121.2,13.1,12.8,0.47,70.3,PM10,118.2
36.2,68.3,12.26,7.0,30.4,9.0,4.9,0.39,97.5,O3,96.3
22.1,65.4,1.2,167.3,265.5,21.8,48.6,1.41,61.6,PM2.5,344.7
19.0,56.6,4.48,61.2,124.9,61.0,12.4,0.88,59.9,PM10,107.5
26.0,52.1,4.49,26.3,45.2,10.8,4.4,0.5,59.6,O3,63.8
25.9,21.3,7.45,69.9,124.4,6.4,3.8,0.33,41.1,PM2.5,131.6
25.5,40.5,11.81,66.7,93.2,8.2,6.2,0.5,42.8,PM2.5,125.3
18.7,50.2,9.42,22.2,38.2,6.4,2.3,0.47,42.7,O3,40.8
31.4,78.8,12.14,16.8,36.9,14.9,3.6,0.67,68.3,O3,63.7
25.9,45.5,6.43,28.7,69.1,14.5,4.0,0.45,35.5,PM10,70.1
26.9,37.7,6.86,13.0,30.0,37.1,3.9,0.77,60.3,O3,58.3
16.9,36.4,5.5,26.4,62.1,18.9,6.9,0.83,29.3,PM10,63.1
16.9,77.5,6.76,57.2,104.8,30.1,5.7,0.8,41.2,PM10,104.9
45.5,68.5,14.55,22.1,51.3,13.5,3.5,0.47,71.6,O3,65.3
24.4,76.2,1.64,89.0,175.7,50.2,15.7,3.23,54.0,PM2.5,200.2
20.2,39.2,13.79,8.1,11.7,18.2,3.1,0.34,48.3,O3,37.0
29.8,74.6,14.27,3.0,19.6,10.6,3.7,0.38,50.6,PM10,31.6
12.4,83.6,5.44,99.1,140.4,11.6,4.1,0.27,9.2,PM2.5,229.7
25.7,86.0,11.07,31.3,98.8,22.9,3.9,0.41,80.1,PM10,96.0
30.0,68.9,16.85,16.2,31.1,9.0,2.8,0.44,39.6,O3,33.0
38.0,32.0,9.36,32.0,52.1,15.2,4.1,0.25,90.0,O3,92.4
10.9,55.5,6.99,64.1,123.3,7.2,8.7,0.41,2.0,PM10,117.4
27.3,72.7,14.33,22.7,41.4,9.1,5.3,0.4,20.2,PM10,41.1
46.5,60.2,8.49,64.6,121.4,9.6,5.7,0.25,98.3,PM10,113.1
23.0,51.3,3.4,49.0,88.1,23.3,4.8,0.42,86.3,PM10,90.8
36.8,56.1,8.19,21.9,42.1,8.0,4.9,0.25,73.7,O3,64.7
23.7,55.0,7.12,27.3,62.5,13.5,3.9,0.49,8.1,PM10,57.2
30.5,69.7,21.14,3.0,5.0,7.9,3.7,0.26,80.0,O3,82.4
28.9,86.4,13.51,23.4,57.8,12.9,8.4,0.61,26.3,PM10,55.8
16.6,57.2,6.23,67.3,111.7,16.3,17.5,0.81,7.4,PM2.5,125.5
32.5,64.7,8.23,49.9,93.8,25.1,8.4,0.4,57.9,PM10,89.8
11.6,57.5,5.09,162.0,311.3,11.0,13.3,0.35,16.5,PM2.5,332.1
17.6,51.4,4.77,43.9,86.4,33.1,8.6,0.93,56.5,PM10,84.3
31.3,29.2,7.85,36.9,61.1,12.2,11.5,0.26,65.4,O3,71.9
32.5,74.7,13.42,17.4,22.2,15.3,2.7,0.41,45.4,O3,43.8
29.4,91.2,13.66,11.9,33.8,13.2,4.3,0.57,66.1,O3,70.4
10.3,57.4,5.94,65.6,125.5,10.9,9.9,0.6,83.2,PM10,118.4
19.3,56.6,3.21,189.6,250.6,13.1,19.3,0.87,31.2,PM2.5,350.0
13.3,75.2,5.18,25.3,53.5,11.5,5.5,0.76,39.8,PM10,55.0
34.8,50.0,9.81,19.0,29.4,10.1,2.8,0.5,72.1,O3,73.2
26.3,70.2,2.14,8.3,16.3,33.2,9.1,0.33,60.8,O3,55.3
36.8,49.1,5.16,18.0,43.0,20.6,17.6,0.35,111.6,O3,115.2
36.2,36.9,7.87,33.3,62.2,7.5,6.8,0.78,87.4,O3,87.5
28.0,50.8,8.06,10.3,31.1,6.6,2.2,0.39,24.1,PM10,37.0
38.1,45.8,5.69,4.8,22.5,17.1,5.5,1.01,37.0,O3,40.3
35.1,34.9,12.61,34.4,79.5,13.4,3.7,0.22,54.3,PM10,77.8
22.8,60.2,11.49,47.5,104.4,15.5,5.2,0.65,57.0,PM10,97.1
34.0,44.3,9.03,26.2,61.0,13.0,11.2,0.61,81.5,O3,86.5
30.6,89.7,11.05,8.8,17.3,10.5,4.2,0.59,77.2,O3,79.5
23.8,33.4,10.87,27.8,42.8,16.1,3.8,0.41,43.2,PM2.5,40.0
31.6,51.4,9.54,14.2,40.1,8.5,3.2,0.39,68.0,O3,62.2
11.0,68.4,1.25,132.6,200.9,137.8,4.3,0.96,68.0,PM2.5,307.1
17.1,50.8,10.91,43.8,89.6,9.2,3.7,0.35,48.9,PM10,95.4
37.5,50.8,9.11,27.1,61.0,12.9,2.7,0.51,69.7,O3,66.2
18.9,65.1,4.43,156.6,262.5,14.8,7.0,0.49,62.4,PM2.5,325.1
34.6,46.1,5.02,119.2,210.0,29.2,6.0,0.49,62.4,PM2.5,287.2
18.7,41.0,4.01,97.8,201.7,16.9,2.8,0.8,55.1,PM2.5,223.5
37.4,42.7,11.09,27.1,52.7,19.8,4.6,0.51,106.9,O3,118.1
34.5,43.7,5.89,37.5,80.7,12.0,2.4,0.58,27.7,PM10,84.0
26.5,81.8,15.39,5.0,15.3,20.0,6.8,0.32,42.6,O3,44.2
13.1,77.3,1.27,473.3,600.0,56.8,4.8,1.34,16.1,PM10,497.6
13.2,46.2,3.34,75.0,115.6,21.1,17.7,0.85,14.4,PM2.5,142.6
16.2,71.7,5.97,57.3,94.2,15.4,10.2,1.01,20.7,PM2.5,98.6
14.9,43.2,6.31,36.3,72.7,10.3,4.8,0.6,2.0,PM10,71.8
9.2,69.6,1.01,319.3,519.8,14.7,10.7,3.04,15.4,PM10,454.9
18.3,69.0,3.43,149.8,237.3,26.2,5.3,0.55,64.1,PM2.5,315.5
32.6,70.2,14.7,3.0,27.1,14.6,4.7,0.29,23.5,PM10,29.4
14.8,75.0,6.95,39.8,84.0,23.4,3.8,0.4,2.0,PM10,92.0
41.7,44.4,9.6,16.4,32.3,6.0,6.0,0.45,50.8,PM10,29.2
18.3,40.0,6.44,15.9,41.2,13.2,6.3,1.15,17.8,CO,43.3
40.7,42.1,7.32,48.9,68.5,7.5,2.4,0.52,85.1,O3,90.0
36.0,79.9,8.4,23.5,33.2,20.3,2.6,0.32,101.9,O3,89.7
7.0,53.7,5.0,97.5,164.2,7.1,3.2,0.31,79.1,PM2.5,228.1
11.8,54.0,6.87,22.9,47.5,8.8,6.4,0.81,10.8,PM10,47.3
13.0,56.6,3.57,9.6,22.2,12.0,9.2,1.31,45.7,CO,72.7
15.0,65.4,3.45,71.2,143.4,14.5,23.0,0.39,32.5,PM2.5,130.3
18.8,65.3,6.29,88.2,141.9,8.6,13.4,0.76,48.0,PM2.5,195.4
10.9,59.5,6.12,53.5,127.9,9.9,7.9,0.61,42.4,PM10,111.3
12.0,62.0,3.0,59.5,124.7,58.8,10.8,1.34,27.8,PM10,122.6
11.9,59.6,1.36,121.3,184.6,68.1,12.1,0.89,5.8,PM2.5,303.9
35.1,43.7,6.54,43.6,92.5,15.0,8.6,0.29,37.9,PM10,94.2
12.6,57.3,4.26,31.5,50.9,28.8,6.1,0.75,35.4,PM2.5,55.9
40.1,59.9,6.0,40.0,81.1,19.5,3.6,0.51,72.4,PM10,75.0
37.7,31.3,9.46,55.4,103.6,21.9,2.5,0.53,44.8,PM10,105.0
33.1,75.1,14.2,34.5,73.8,11.5,3.1,0.48,49.2,PM10,81.5
7.2,45.4,7.23,59.0,128.3,9.5,6.3,1.01,52.8,PM10,114.2
22.3,64.3,7.6,59.1,135.6,13.7,12.0,0.39,42.1,PM10,128.2
27.1,74.1,17.78,5.2,19.0,21.1,5.8,0.32,59.2,O3,62.1
20.7,63.8,2.92,134.1,222.5,26.7,8.4,2.17,77.4,PM2.5,308.4
20.8,31.9,6.07,21.3,55.5,23.7,7.8,0.41,43.5,PM10,55.4
21.4,46.6,6.09,11.7,32.5,9.7,5.6,0.36,29.3,PM10,43.1
6.0,77.6,5.34,74.2,122.4,8.5,14.7,0.54,10.0,PM2.5,148.0
14.1,51.5,4.19,151.1,256.1,9.3,5.2,0.93,47.9,PM2.5,332.3
31.1,32.1,4.63,75.1,156.3,51.9,6.0,0.53,14.7,PM2.5,148.4
29.2,77.6,13.36,6.2,25.2,6.6,8.7,0.37,87.7,O3,90.0
14.7,60.0,2.46,119.5,208.0,17.9,4.9,0.52,61.7,PM2.5,297.2
18.6,68.6,0.2,414.6,524.7,58.2,34.4,0.78,3.9,PM2.5,467.8
40.9,23.7,9.47,15.6,38.7,12.8,5.3,0.27,51.4,O3,48.2
43.7,59.4,5.46,47.9,101.5,27.4,3.0,0.3,54.7,PM10,95.2
21.3,77.2,17.45,9.1,24.9,14.0,3.0,0.23,54.1,O3,52.0
40.5,61.1,9.83,12.9,52.9,6.7,3.3,0.33,44.8,PM10,60.5
35.3,52.4,4.46,10.4,31.6,21.4,15.0,0.67,2.0,CO,25.4
24.8,77.3,12.23,10.7,5.9,6.9,10.1,0.44,75.5,O3,76.2
